data,maxima,nino1_2,nino3,nino4,nino3_4,altantico_norte,altantico_sul,atlantico_tropical,pressao_darwin,pressao_tahiti,prp_xingu-al01,prp_xingu-al02,prp_xingu-al03,prp_xingu-al04,prp_xingu-al05,prp_xingu-al06,prp_xingu-al07,prp_xingu-al08,prp_xingu-al09
2009-08,346,21.74,26.00,29.33,27.51, 27.87, 23.22, 27.54,1012.9,1013.8,23.3,33.9,14.4,18.6,37.5,40.4,51.3,52.7,4.9
2009-09,288,21.17,25.77,29.50,27.50, 28.37, 23.15, 27.56,1011.3,1014.3,101.9,79.7,112.8,93.2,106.0,99.2,121.7,100.5,9.1
2009-10,303,21.21,25.84,29.78,27.76, 28.43, 23.57, 27.87,1011.4,1011.9,158.8,128.2,139.0,103.4,146.7,169.8,177.8,161.0,30.2
2009-11,349,21.92,26.15,29.87,28.11, 27.91, 24.08, 28.08,1008.9,1010.8,203.1,192.2,215.5,276.9,223.9,146.7,81.9,44.9,25.6
2009-12,449,23.15,26.36,29.72,28.15, 27.07, 25.13, 28.17,1007.9,1010,319.0,264.9,276.1,292.0,283.3,249.0,176.1,212.5,280.1
2010-01,536,24.75,26.64,29.39,27.97, 26.51, 26.25, 28.15,1005.9,1008.2,243.0,340.2,236.7,403.1,359.3,312.3,193.3,238.3,328.7
2010-02,603,26.35,27.32,29.07,28.00, 26.48, 27.02, 28.34,1007.8,1009.3,279.2,288.6,306.9,264.8,249.2,249.8,234.5,202.4,262.5
2010-03,608,26.70,27.87,29.14,28.24, 26.77, 27.87, 28.79,1008.9,1010.9,215.2,274.1,234.5,293.9,259.7,221.8,195.0,213.3,224.4
2010-04,703,26.04,28.03,29.29,28.35, 27.23, 27.59, 29.14,1009.6,1013.8,66.5,54.7,76.1,50.9,128.9,216.7,243.3,275.4,327.8
2010-05,623,24.79,27.35,29.23,27.97, 27.66, 26.63, 28.83,1010.2,1013.1,3.0,20.9,3.3,14.7,27.8,68.9,54.9,87.2,202.6
2010-06,458,23.18,26.22,28.85,27.28, 27.97, 25.53, 28.20,1013.2,1014.6,2.5,2.0,3.2,2.9,8.0,62.5,21.3,46.4,79.6
2010-07,348,21.22,25.12,28.34,26.52, 28.29, 24.12, 27.48,1012.4,1016.5,11.1,3.9,3.2,1.4,0.7,31.6,0.0,28.0,54.0
2010-08,295,19.82,24.34,27.78,25.80, 28.59, 23.25, 27.02,1012.2,1016.8,0.0,0.0,0.0,0.1,3.5,10.8,7.8,26.3,44.1
2010-09,256,19.60,24.02,27.60,25.45, 28.92, 23.12, 27.02,1010.8,1017.3,5.0,5.2,2.6,4.9,14.4,56.6,28.2,49.2,22.7
2010-10,246,19.92,24.03,27.54,25.46, 28.77, 23.58, 27.14,1009.3,1015.2,123.4,169.4,132.0,191.1,156.1,132.6,132.6,46.2,14.0
2010-11,311,20.53,24.04,27.54,25.46, 28.28, 24.18, 27.31,1008.5,1013.9,266.0,225.4,279.6,263.6,210.4,179.6,119.5,109.1,123.4
2010-12,394,22.24,24.30,27.47,25.37, 27.62, 24.87, 27.22,1004.9,1013.7,319.8,234.8,344.7,317.6,271.0,270.7,180.6,164.2,161.6
2011-01,538,24.66,24.66,27.32,25.24, 26.72, 25.91, 27.22,1005.1,1013.7,436.7,319.2,463.1,413.3,357.5,351.3,298.5,410.2,397.6
2011-02,683,26.29,25.86,27.54,25.82, 26.03, 27.02, 27.60,1005,1014.3,234.6,249.0,243.8,275.7,325.9,398.7,289.6,292.1,317.8
2011-03,754,25.93,26.71,27.94,26.59, 26.04, 27.58, 28.05,1006.3,1014.2,276.4,176.0,279.7,212.7,266.1,310.6,282.4,263.7,267.6
2011-04,711,25.45,27.42,28.26,27.29, 26.37, 27.50, 28.44,1008.9,1014.3,116.7,124.0,117.7,154.9,156.8,215.7,217.3,289.7,372.9
2011-05,691,24.52,27.06,28.62,27.62, 26.92, 26.41, 28.40,1012,1013.9,2.5,7.0,5.3,4.3,29.8,149.1,88.8,165.9,230.4
2011-06,551,23.49,26.65,28.68,27.60, 27.57, 24.95, 27.94,1013.5,1014.7,7.5,21.1,2.9,9.2,9.0,27.1,15.3,34.4,63.6
2011-07,383,22.08,25.74,28.59,27.10, 27.69, 23.89, 27.42,1013.2,1015.8,0.0,0.0,0.0,0.0,4.7,19.9,8.9,30.5,43.9
2011-08,305,20.69,24.91,28.31,26.44, 28.23, 23.24, 27.10,1013.6,1015.6,0.0,0.1,0.0,0.0,13.9,39.2,37.9,54.7,41.4
2011-09,263,20.10,24.50,28.09,26.08, 28.43, 23.04, 27.07,1012.6,1016.9,25.7,25.1,18.1,26.6,26.0,40.9,3.5,19.6,15.8
2011-10,285,20.42,24.23,28.11,25.97, 28.25, 23.42, 27.30,1010.3,1014.4,132.1,206.6,98.3,211.4,228.2,160.5,190.6,107.3,55.9
2011-11,408,21.05,24.32,27.96,25.86, 27.78, 23.73, 27.45,1008.6,1013.6,177.7,229.7,216.6,251.3,319.8,298.7,323.3,231.6,80.7
2011-12,452,22.04,24.61,27.78,25.87, 27.11, 23.98, 27.35,1005,1013,217.7,256.6,248.9,235.5,228.0,210.4,164.2,80.5,32.0
2012-01,698,24.13,25.38,27.60,25.93, 26.15, 24.83, 27.32,1006,1012.4,297.9,251.9,302.5,328.9,421.0,468.0,377.5,350.3,205.1
2012-02,730,26.32,26.41,27.66,26.28, 25.62, 25.87, 27.65,1007.2,1012.3,163.7,124.3,172.2,94.3,215.8,254.4,230.4,236.1,260.0
2012-03,735,26.66,27.29,27.85,26.92, 25.32, 26.77, 28.03,1006.3,1010.8,193.4,139.3,192.6,105.2,228.1,313.2,263.3,353.3,463.1
2012-04,737,26.21,27.68,28.24,27.40, 25.87, 26.54, 28.54,1010.7,1012.2,42.0,53.7,61.6,48.4,88.3,132.9,84.5,127.4,167.6
2012-05,586,25.45,27.39,28.64,27.64, 26.39, 25.96, 28.55,1011.3,1012.6,42.2,25.6,33.8,25.4,47.4,93.8,86.2,97.1,146.2
2012-06,464,24.39,26.89,28.82,27.63, 26.87, 24.67, 28.09,1013.3,1013.2,13.2,9.3,5.4,2.9,21.7,40.3,33.8,53.9,59.6
2012-07,378,22.51,26.34,28.81,27.46, 27.47, 23.47, 27.60,1012.8,1013.5,0.2,0.1,0.0,0.0,9.7,30.8,28.8,56.0,38.1
2012-08,310,21.53,25.71,28.89,27.25, 28.00, 22.82, 27.38,1014,1014.9,0.2,0.1,0.3,0.0,5.5,8.9,14.0,20.1,9.2
2012-09,265,21.31,25.57,29.12,27.37, 28.51, 22.72, 27.42,1012.2,1015,35.3,41.4,26.1,34.5,37.6,49.6,31.3,48.1,27.5
2012-10,268,20.97,25.33,29.20,27.28, 28.53, 22.98, 27.63,1010.8,1014.1,100.7,66.1,82.1,67.0,132.4,170.4,82.1,92.6,127.1
2012-11,320,21.31,25.28,29.12,27.10, 28.34, 23.67, 27.86,1009.3,1012.8,250.1,214.9,189.9,182.7,218.5,213.5,144.9,91.3,16.0
2012-12,396,22.40,24.90,28.73,26.45, 27.40, 24.66, 27.81,1007.7,1010,173.2,109.4,145.3,117.0,161.7,201.2,153.2,184.8,232.0
2013-01,536,24.47,25.11,28.45,26.15, 26.34, 25.71, 27.76,1005.8,1010,407.9,246.9,343.7,205.8,209.2,248.3,276.1,225.0,362.8
2013-02,663,25.94,26.03,28.11,26.39, 25.84, 26.51, 27.97,1007.2,1011,232.2,167.1,154.7,116.5,222.0,269.5,175.9,241.8,251.1
2013-03,687,26.07,27.08,27.96,26.96, 26.14, 27.02, 28.41,1007.2,1013.2,316.7,188.8,288.7,270.1,308.8,352.6,194.9,318.1,344.2
2013-04,691,24.63,27.43,28.41,27.70, 26.34, 27.09, 28.75,1009.7,1012.1,169.9,139.7,185.3,178.1,195.9,233.5,155.1,217.8,363.7
2013-05,658,23.45,26.88,28.70,27.83, 26.82, 26.39, 28.45,1010.8,1013.5,18.1,19.2,11.7,20.1,64.5,141.8,142.5,260.0,287.4
2013-06,526,21.65,26.01,28.83,27.49, 27.03, 24.98, 27.90,1011.2,1014.1,19.6,14.2,21.0,12.9,17.5,62.8,32.1,87.0,111.0
2013-07,397,20.63,25.35,28.71,27.10, 27.40, 23.74, 27.36,1012.5,1014.7,0.9,1.9,0.0,0.1,7.9,52.1,24.7,80.3,132.9
2013-08,333,20.31,24.76,28.76,26.79, 28.05, 23.17, 27.17,1013.1,1014.7,0.1,0.0,0.4,0.0,4.7,31.6,11.3,30.7,26.0
2013-09,282,20.28,24.75,28.81,26.71, 28.62, 22.86, 27.28,1011.6,1014.6,32.2,37.9,33.0,44.2,60.1,81.8,64.2,88.6,79.7
2013-10,278,20.60,24.97,28.85,26.67, 28.48, 23.19, 27.52,1010.7,1013.3,170.4,154.7,111.8,140.6,161.9,127.6,136.7,110.6,73.4
2013-11,389,21.58,25.06,28.68,26.63, 27.69, 23.64, 27.75,1007.7,1012,200.9,173.2,162.6,186.3,177.5,194.7,89.1,130.6,137.6
2013-12,467,22.83,25.26,28.53,26.52, 26.86, 24.60, 27.74,1007.7,1011.3,227.0,209.8,211.7,223.3,251.5,201.2,161.5,93.1,137.2
2014-01,530,24.71,25.43,28.15,26.12, 25.94, 25.53, 27.64,1005,1012,128.2,59.8,133.0,130.3,213.0,168.9,143.1,104.5,178.5
2014-02,703,25.74,25.98,28.23,26.16, 25.38, 26.71, 27.79,1006,1010.3,259.4,155.7,283.5,213.6,253.4,293.1,336.5,330.8,387.9
2014-03,823,26.26,27.09,28.44,26.89, 25.28, 27.17, 28.27,1009.1,1010.6,200.3,183.4,195.4,179.4,278.2,201.7,341.7,387.9,332.0
2014-04,768,25.56,27.65,28.91,27.71, 25.63, 27.16, 28.77,1008.9,1012.3,87.8,133.0,106.4,77.4,128.9,139.8,196.6,237.3,305.1
2014-05,669,25.16,27.67,29.16,28.01, 26.03, 26.59, 28.88,1011.7,1013.9,6.7,7.2,4.3,14.3,31.2,96.1,50.5,109.6,131.1
2014-06,542,24.32,27.11,29.05,27.68, 26.47, 25.25, 28.40,1012.5,1013.5,5.1,21.0,0.2,4.5,4.9,20.4,6.5,39.7,72.4
2014-07,399,23.12,26.30,29.05,27.28, 26.91, 23.79, 27.70,1013.9,1014.4,4.3,1.6,3.2,2.0,1.0,6.3,0.2,4.3,16.9
2014-08,324,22.03,25.41,29.11,26.90, 27.54, 23.05, 27.45,1014.5,1014.4,0.1,0.7,0.1,1.5,3.0,16.6,2.9,27.7,69.0
2014-09,278,21.47,25.36,29.24,27.03, 28.22, 22.99, 27.50,1013.1,1014.2,42.3,26.6,39.3,29.5,59.5,46.0,72.8,80.5,55.2
2014-10,274,21.66,25.72,29.28,27.25, 28.38, 23.34, 27.79,1011.6,1013.2,28.2,24.2,40.2,51.4,133.6,101.2,207.0,215.5,81.7
2014-11,320,22.39,26.03,29.37,27.52, 27.73, 23.52, 27.97,1009.9,1011.3,117.5,59.4,142.0,100.6,170.4,156.5,200.5,219.9,141.2
2014-12,447,23.36,26.07,29.33,27.40, 26.84, 24.35, 27.95,1007.5,1009.9,222.7,96.2,263.8,161.6,203.5,139.8,176.4,88.9,38.1
2015-01,473,24.13,25.99,29.16,27.1,25.83,26.69,27.87,1006.5,1009.3,93.9,50.9,121.3,108.2,193.0,220.1,244.7,282.4,244.1
2015-02,,25.59,26.55,29.12,27.29,25.43,27.15,28.08,1007.8,1012.5,170.3,94.0,200.4,150.8,223.2,229.0,219.1,210.4,214.6
2015-03,,25.01,27.48,29.93,27.79,25.62,27.26,28.5,1008.9,1010.8,182.3,80.9,211.5,125.4,180.2,228.0,166.3,210.2,311.9
2015-04,,23.17,26.31,29.39,29.12,26,26.64,28.97,1010.5,1012.4,106.6,84.3,144.2,126.6,146.5,183.7,84.8,144.8,282.2
2015-05,,21.79,25.14,29.36,28.15,26.38,24.94,29.07,1013.1,1013,79.0,48.7,74.8,62.2,53.1,35.3,66.2,70.6,126.0
2015-06,515,21.03,24.53,29.06,27.53,26.91,23.63,28.57,1013.3,1013,0.8,3.8,0.8,0.4,0.5,11.5,1.3,13.0,55.3
2015-07,379,20.87,24.67,28.68,26.73,27.79,22.71,28.13,1015,1013.7,5.5,6.1,1.3,12.5,12.0,21.4,9.7,26.5,108.3
2015-08,,21.18,24.47,28.48,26.28,28.61,22.77,27.82,1014.8,1013.4,7.6,4.1,7.5,3.4,0.9,6.2,2.0,12.7,21.7
2015-09,268,21.68,24.58,28.26,26.11,28.76,23.3,27.96,1013.9,1013.3,28.0,9.4,12.4,15.2,12.7,17.7,6.7,11.1,12.5
2015-10,246,23.35,24.78,28.27,25.96,27.87,24.08,28.22,1013.8,1013.4,90.6,90.7,100.3,113.1,77.0,56.4,34.9,34.2,44.5
2015-11,265,25.75,25.61,28.35,26.1,26.87,25.15,28.58,1009.5,1011.6,177.9,139.5,168.4,145.6,139.9,100.2,118.0,63.7,22.7
2015-12,366,21.54,28.09,28.18,26.16,26.23,27.07,28.67,1007,1009.4,97.9,120.5,100.1,139.7,112.1,80.3,91.4,25.0,10.8
2016-01,652,23.73,26.37,28.24,26.25,27.14,26.04,27.43,1010.2,1010.6,419.9,300.1,536.7,501.9,453.5,249.5,374.6,189.7,162.4
2016-02,681,22.19,26.94,28.63,26.29,26.85,23.15,27.42,1008.6,1009.2,109.4,72.5,114.2,109.7,112.6,93.9,91.5,169.7,300.1
2016-03,725,21.43,26.72,29.01,27.42,28.54,23.57,27.36,1009.2,1012.3,215.5,217.8,207.9,248.4,270.4,256.8,295.1,341.3,448.5
2016-04,731,20.66,26.05,29.16,27.72,28.27,23.99,27.54,1010.8,1010.5,22.7,33.6,35.2,55.0,81.6,90.5,103.7,139.0,274.9
2016-05,688,20.31,25.14,29.1,27.85,27.85,24.46,27.7,1010.9,1010.7,23.9,17.3,17.3,12.7,15.4,33.5,41.0,83.0,143.5
2016-06,669,21.23,25.2,29.19,27.52,27.31,25.56,27.58,1012.2,1012.1,7.8,13.9,12.7,17.7,18.9,34.1,28.9,34.0,57.5
2016-07,658,22.27,25.78,29.17,27.11,26.26,26.27,27.54,1013.1,1014.4,0.0,0.0,0.1,0.1,0.2,12.6,0.6,18.0,90.9
2016-08,549,23.6,26.02,29.61,27.1,25.55,26.74,27.72,1007.4,1014.8,5.7,28.4,2.4,16.9,12.3,22.5,6.6,12.4,23.2
2016-09,,23.16,26.12,29.59,27.55,25.65,26.95,28.19,1007,1012.9,20.7,60.2,24.3,58.0,61.0,44.4,60.3,58.2,60.9
2016-10,552,27.11,24.61,29.52,27.64,25.69,26.13,28.58,1006.8,1014.1,110.4,79.9,149.4,96.6,94.6,85.8,99.8,88.4,112.1
2016-11,657,26,26.61,29.22,27.53,25.91,25.13,28.49,1008.4,1014.7,259.7,130.1,254.3,184.3,117.7,70.0,109.5,66.4,13.1
2016-12,685,24.36,27.43,29.29,27.14,26.09,23.83,28.03,1012.4,1014.9,265.4,100.6,254.3,155.3,145.9,250.4,148.9,169.3,249.3
2017-01,700,26.69,28.01,28.95,27.82,26.74,26.41,27.58,1011,1015.6,229.6,116.3,252.0,174.3,209.4,229.3,187.2,211.6,290.1
2017-02,848,26.95,26.91,29.32,28.32,28.5,27.05,28.17,1010.4,1012.6,235.2,97.7,258.5,167.8,273.0,294.8,289.2,319.1,233.9
2017-03,851,26.71,27.29,29.73,27.63,26.16,27.8,28.43,1008.8,1011.6,191.4,130.0,168.1,141.4,200.2,247.3,290.0,333.2,244.6
2017-04,813,25.42,28.17,29.88,28.56,26.35,27.18,28.89,1006.7,1010.7,122.5,138.1,136.6,131.7,150.2,210.3,170.0,235.1,279.8
2017-05,,24.48,28.28,29.8,28.88,26.59,25.67,29.13,1006,1011.2,34.5,53.0,16.5,24.9,30.1,57.8,36.0,66.1,90.7
2017-06,,22.88,28.1,29.66,28.96,26.06,26.26,28.65,1007.1,1012.3,3.1,34.9,0.1,1.5,9.0,23.9,15.6,27.2,38.5
2017-07,688,22.91,27.79,29.73,28.82,25.85,27.44,28.64,1009.7,1011.3,0.0,0.1,0.0,0.0,0.0,4.4,0.1,4.0,18.1
2017-08,683,23.31,27.33,29.79,28.89,25.96,27.15,29.07,1011.7,1013.4,4.2,46.1,0.7,13.7,15.2,17.8,27.7,45.7,28.6
2017-09,,23.83,27.58,30.3,29,26.24,26.28,29.25,1013.5,1013.4,14.6,126.2,1.6,13.2,13.0,13.2,8.0,16.1,38.2
2017-10,515,25.93,27.91,30.11,29.15,26.82,25.38,28.99,1013.2,1015.4,92.6,125.0,113.5,111.9,120.7,121.2,123.3,97.3,15.6
2017-11,497,26.81,27.99,29.65,29.6,27.63,24.25,28.4,1013,1015.2,239.2,127.2,274.3,249.9,224.7,202.0,166.3,119.6,4.7
2017-12,652,27.57,28.21,29.55,29.39,28.18,23.41,27.74,1012.3,1015.8,329.5,231.5,272.0,323.0,297.7,239.8,238.6,237.6,171.5
2018-01,676,25.83,28.36,29.53,29.17,28.59,23.14,27.4,1009.4,1013.8,148.2,200.4,162.1,193.1,257.4,210.4,251.0,241.7,131.2
2018-02,755,24.55,28.7,29.39,28.9,28.51,23.55,27.63,1007.4,1010.5,231.6,267.4,214.3,266.3,299.2,355.0,369.4,336.3,247.5
2018-03,766,27.76,28.34,28.03,28.87,28.25,24.2,27.8,1007.3,1011.1,233.9,318.5,213.8,269.4,282.7,176.6,318.1,276.4,313.8
2018-04,817,28.52,27.11,28.13,26.87,27.41,25.24,27.85,1004.8,1010.3,83.0,84.0,54.2,90.8,145.4,138.3,179.0,184.9,154.7
2018-05,775,26.53,27,28.65,27.34,26.35,26.61,27.86,1006.1,1012,26.1,26.2,16.9,24.3,40.1,47.9,68.5,80.6,56.0
2018-06,680,25.06,27.7,29.08,28.1,25.86,27.19,28.14,1009.5,1012.4,0.0,0.2,0.0,0.4,0.3,6.6,0.4,15.9,77.8
2018-07,659,22.98,27.6,29.39,28.3,25.68,27.23,28.57,1012.2,1014.1,0.1,0.8,0.1,1.5,3.5,8.9,7.0,12.3,9.7
2018-08,658,20.19,26.73,29.21,28.19,26.21,26.41,28.91,1013.7,1014.2,11.7,11.5,8.5,9.7,27.1,30.9,59.8,61.9,35.2
2018-09,668,19.67,25.85,28.87,27.61,27.28,25.4,28.83,1012.8,1014,35.4,31.6,34.0,49.9,64.2,72.5,67.9,88.3,34.7
2018-10,608,19.45,24.82,28.69,26.67,27.82,23.88,28.31,1013.1,1013.7,102.5,78.1,79.9,98.8,177.9,183.3,123.3,101.3,24.2
2018-11,596,20.44,24.17,28.55,26.23,28.28,23.38,27.75,1012.3,1013,389.2,302.4,433.7,291.4,251.8,202.5,221.8,186.1,115.4
2018-12,700,21.44,24.28,28.46,25.79,27.55,22.92,27.31,1011,1012.3,177.0,129.3,252.2,217.6,203.1,209.1,178.6,160.8,116.6
2019-01,719,23.71,23.92,28.03,25.8,28.21,22.93,27.43,1009.4,1011.5,140.6,163.5,124.6,126.6,188.5,224.0,216.4,233.9,240.4
2019-02,710,25.57,24.05,27.86,25.82,27.99,23.43,27.77,1006.2,1011.1,161.3,143.3,128.2,109.4,159.8,248.1,153.9,181.1,144.2
2019-03,764,25.83,24.48,28.14,25.83,27.32,23.98,28.06,1009,1010.7,153.0,155.3,149.7,195.7,240.7,295.0,264.7,207.2,115.2
2019-04,810,24.58,25.36,29,26.48,26.4,24.95,28.07,1008.4,1011.1,127.3,90.3,125.9,109.8,145.3,235.9,171.2,208.8,116.8
2019-05,751,25.1,27.12,29.06,27.08,25.72,25.82,27.91,1010.1,1012.3,15.0,12.9,19.8,21.5,52.0,115.0,82.5,106.8,145.0
2019-06,695,26.45,26.17,29.1,27.41,25.79,26.82,28.17,1012.3,1012.8,0.2,0.3,0.5,0.9,11.6,47.6,33.9,36.5,24.7
2019-07,662,26.8,26.91,29.24,28.22,25.6,27.77,28.66,1013.8,1013.7,0.2,0.6,0.9,1.2,8.6,24.9,29.2,32.7,24.1
2019-08,659,25.68,27.89,29.58,28.6,26.11,27.53,29,1014.2,1014.3,0.2,0.0,1.3,0.4,7.0,21.1,11.9,37.5,28.0
2019-09,,24.38,28.17,29.62,28.57,26.42,25,28.84,1014.3,1015.3,8.9,9.1,7.3,12.2,48.6,61.8,86.7,89.4,49.4
2019-10,525,22.62,27.69,29.73,28.24,26.89,23.79,28.28,1014.5,1013.4,113.5,129.8,61.3,102.7,153.1,107.0,199.1,172.9,70.2
2019-11,638,21.34,26.81,29.5,27.63,27.31,22.84,27.73,1011.4,1011.2,76.4,125.5,47.3,138.2,160.9,117.3,168.5,159.3,91.4
2019-12,650,20.2,25.68,29.33,26.97,27.84,22.98,27.36,1009.7,1010.8,85.7,99.2,60.8,86.1,112.1,101.9,109.1,86.3,115.7
